Life expectancy ,Adult Mortality,Alcohol, BMI ,Total expenditure, HIV/AIDS,GDP,Income composition of resources,Schooling
77.3,15,14.21,52.5,9.54,0.1,15772.7334,0.789,15.8
77.2,17,12,51.7,9.15,0.1,12882.28897,0.788,15.9
76.9,11,12.22,5.9,9.1,0.1,11729.14616,0.782,15.7
76.6,11,11.89,5.1,9.14,0.1,1152.39681,0.777,15.5
78.2,68,,69.3,,0.1,66346.52267,0.855,13.4
78.1,69,1.15,68.4,2.19,0.1,86852.7119,0.854,13.4
77.9,7,1.2,67.7,2.15,0.1,8834.87958,0.843,13.4
77.8,72,1.13,67,2.16,0.1,88564.82298,0.837,13.4
77.5,74,1.16,66.5,1.93,0.1,85948.746,0.827,12.4
77.3,76,1.16,66,2.9,0.1,736.22784,0.825,12
77,79,1.11,65.6,2.63,0.1,61478.23813,0.828,11.8
76.8,82,1.37,65.2,1.87,0.1,82967.37228,0.825,11.7
76.7,83,1.24,65.1,2.31,0.1,675.61258,0.83,12.6
76.6,83,1.28,65,2.58,0.1,6256.55926,0.835,13.7
76.6,84,1.18,65.1,3.1,0.1,51488.49529,0.83,13.7
76.6,84,1.11,65,3.61,0.1,41818.35256,0.826,13.5
76.5,85,1,64.7,4.14,0.1,34176.98183,0.815,12.8
76.4,85,0.87,64.1,2.71,0.1,2999.65492,0.807,12.2
76.3,87,0.76,63.3,2.56,0.1,2843.63635,0.809,12.6
76.2,88,0.5,62.4,2.18,0.1,29986.2915,0.808,13
82.3,64,,31.7,,0.1,,,
82,66,0.01,31.2,7.37,0.1,,,
81.7,68,9.33,3.8,7.2,0.1,,,
81.2,69,9.56,3.4,7.1,0.1,,,
81.1,72,9.34,3,6.83,0.1,,,
87,74,9.23,29.5,6.79,0.1,,,
86,75,8.97,29.1,6.66,0.1,,,
83,75,9.31,28.6,6.16,0.1,,,
79.8,77,9.05,28.2,5.99,0.1,,,
79.4,79,8.83,27.7,5.76,0.1,,,
78.7,84,9.03,27.2,5.33,0.1,,,
78.2,89,9.18,26.7,4.96,0.1,,,
77.6,95,9.66,26.2,4.93,0.1,,,
77.1,99,9.55,25.7,4.61,0.1,,,
76.7,17,11.45,25.2,4.76,0.1,,,
76,116,10.33,24.7,4.23,0.1,,,
72.1,157,,53.4,,0.1,,,
71.8,162,9.99,52.7,1.32,0.1,,,
71.7,163,10.49,52.1,1.5,0.1,,,
79,175,10.68,51.5,11.87,0.1,,,
77,177,9.45,5.9,1.61,0.1,,,
68.8,219,8.25,5.4,12.8,0.1,,,
69,218,8.45,49.9,12.49,0.1,,,
68.9,228,9.07,49.5,11.41,0.1,,,
68.3,237,9.66,49.1,1.88,0.1,,,
68,242,8.36,48.7,1.63,0.1,,,
67.3,248,10.78,48.3,9.15,0.1,,,
68,225,12.27,47.9,8.49,0.1,,,
67.6,226,8.15,47.6,8.24,0.1,,,
67.5,225,6.71,47.2,8.31,0.1,,,
67.6,228,10.98,46.8,7,0.1,,,
67.1,235,9.89,46.5,6.65,0.1,,,
75,133,,6.7,,0.1,8958.788593,0.798,14.7
74.8,135,0.01,59.9,5.57,0.1,12.27733,0.797,14.7
74.6,138,9.59,59.2,5.6,0.1,9585.266593,0.794,14.7
74.4,138,9.58,58.4,5.48,0.1,8558.39766,0.797,15.3
74.3,139,9.1,57.7,5.53,0.1,92.277825,0.798,15.7
73.4,153,9,56.9,5.83,0.1,8297.483621,0.797,15.8
73.1,158,10.4,56.3,5.56,0.1,822.18329,0.795,15.4
73.1,159,11.9,55.6,5.33,0.1,1136.47356,0.78,14.7
72.9,154,10.6,55,5.21,0.1,8214.185378,0.766,14.1
72.5,157,8.51,54.4,5.6,0.1,5828.745662,0.755,13.7
71.9,162,7.68,53.9,5.47,0.1,4676.315183,0.745,13.4
71.7,165,9.82,53.4,5.43,0.1,3552.92452,0.733,12.9
71.1,174,8.78,52.9,5.3,0.1,2774.95586,0.722,12.5
77,178,9.62,52.4,4.57,0.1,2124.873613,0.714,12
78,179,9.78,51.9,4.36,0.1,1839.72945,0.708,11.7
77,175,10.16,51.4,4.33,0.1,1668.162731,0.703,11.5
75,222,,6.5,,0.1,9329.298351,0.805,15
73,225,10.12,59.9,7.7,0.1,14125.961,0.803,14.9
70,229,10.58,59.3,7.9,0.2,15543.67653,0.799,14.6
69.6,237,10.99,58.7,6.88,0.3,15154.45687,0.792,14.3
69.4,242,11.04,58.1,6.61,0.3,14212.687,0.785,14
68.4,256,11.05,57.5,6.83,0.2,1674.98771,0.773,13.7
68.2,261,11.21,57,7.44,0.3,8562.89598,0.776,14
67.5,278,12.04,56.6,6.22,0.3,11635.2637,0.769,13.9
67.3,282,12.19,56.1,5.38,0.3,911.25385,0.761,13.8
66.4,3,11.79,55.7,5.3,0.3,692.194398,0.754,13.8
65,327,11.57,55.3,5.21,0.3,5323.473877,0.748,13.7
64.9,321,11.5,55,5.19,0.3,412.372294,0.741,13.6
64.6,322,11.32,54.7,5.61,0.4,2975.132778,0.733,13.2
64.8,313,10.87,54.5,5.99,0.3,2375.5944,0.727,12.8
65.1,38,10.47,54.2,5.67,0.3,21.362386,0.72,12.5
65,37,10.18,54,5.42,0.2,1771.58662,0.709,12.1
66.1,227,,21.4,,0.4,71.348397,0.493,10.8
65.7,23,0.01,2.8,7.53,0.4,76.5699517,0.488,10.8
65.2,233,0.01,2.1,7.69,0.5,688.8768557,0.485,10.8
64.6,239,0.01,19.5,7.68,0.7,678.796973,0.475,10.5
63.8,247,8.34,18.9,7.71,1.3,617.317648,0.464,10.2
62.8,26,7.92,18.3,7.91,2.3,563.491487,0.454,10
61,288,7.11,17.7,7.2,2.8,539.1538211,0.447,10.2
68,282,6.39,17.1,7.66,3.7,5.6687264,0.438,10.4
59.6,295,6.78,16.5,8.49,5,44.853339,0.424,10.1
57.6,328,6.88,15.9,1.2,6.2,342.3656294,0.404,9.3
55.3,37,7.01,15.4,6.83,7.1,287.931877,0.388,8.8
53.4,397,6.75,14.9,6.24,7.7,236.9114381,0.371,8.2
52,48,6.66,14.5,6.34,8.1,212.6619491,0.359,7.6
57,415,7.82,14.1,4.18,8,196.59778,0.343,7.2
48.6,438,5.72,13.7,4.38,8.1,21.569654,0.332,7.1
48.3,426,7.13,13.2,4.22,8.5,216.172747,0.318,6.6
,,8.54,5.2,6.14,0.1,,0.749,13.4
75.2,138,,47.5,,0.1,,0.735,13.1
75,139,9.97,46.7,6.72,0.1,,0.723,13.1
74.8,141,9.73,45.9,7.85,0.1,,0.734,13.1
74.7,142,9.99,45.2,8.35,0.1,,0.735,13
74.6,143,10.43,44.5,7.58,0.1,,0.733,12.9
74.2,147,10.87,43.8,8.1,0.1,,0.724,12.8
74.3,147,11.09,43,8.12,0.1,,0.717,12.7
74.1,149,12.09,42.2,7.43,0.1,,0.71,12.6
73.9,151,12.68,41.3,6.81,0.1,,0.707,12.8
73.5,155,13.45,4.4,6.37,0.1,,0.694,12.4
73.1,16,12.32,39.6,6.25,0.2,,0.689,12.2
72.6,166,11.93,39,6.2,0.2,,0.686,12.3
72.2,171,12.55,38.4,6.1,0.2,,0.684,12.4
72,174,11.85,37.9,6.33,0.1,,0.681,12.5
71.8,178,12.03,37.3,6.1,0.3,,0.684,12.6
71.6,183,11.69,36.8,5.53,0.4,,0,12.8
73.2,156,,54.1,,0.1,,0.72,13.3
73.1,157,7.01,53.1,8.63,0.1,,0.72,13.3
72.7,161,7.07,52.2,5.21,0.1,,0.717,13.3
72.8,159,6.93,51.2,8.48,0.1,,0.713,13.3
72.7,16,7.02,5.3,4.99,0.1,,0.712,13.3
72.5,162,7,49.3,4.71,0.1,,0.711,13.3
72.3,165,6.85,48.4,5.13,0.2,,0.709,13.3
72.1,167,6.92,47.5,4.7,0.3,,0.704,13.3
71.9,17,5.89,46.6,3.92,0.3,,0.702,13.3
71.7,173,5.93,45.7,3.88,0.3,,0.695,13.3
71.4,177,6.04,44.7,3.66,0.2,,0.692,13.3
71.2,181,5.42,43.8,3.72,0.4,,0.689,13.2
71,184,5.1,42.9,3.91,0.4,,0.682,13
79,186,4.94,42,3.93,0.4,,0.677,12.9
79,186,4.73,41,3.64,0.7,,0.673,12.8
79,186,4.8,4.1,3.73,0.7,,0,12.7
74,125,,74.7,,0.1,4149.363444,0.702,12.9
73.8,128,0.01,74.3,7.22,0.1,4178.973369,0.701,12.9
73.6,131,0.01,73.8,6.91,0.1,4219.65123,0.7,12.9
73.2,136,0.01,73.4,5.2,0.1,4234.554443,0.698,12.9
73,139,2.15,72.9,5.8,0.1,3942.9827,0.693,12.9
72.6,144,3.01,72.5,5.7,0.1,3453.487434,0.69,12.9
76,172,2.88,72,5.4,0.1,335.112838,0.691,12.9
72.5,146,3.97,71.4,4.52,0.1,359.82223,0.688,12.9
72.2,149,3.85,7.9,5.25,0.1,322.543121,0.682,12.9
72,153,3.52,7.3,4.68,0.1,287.963899,0.677,12.7
71.6,16,3.63,69.7,4.47,0.1,2571.262348,0.671,12.6
71.4,162,3.62,68.9,4.45,0.1,2351.33814,0.665,12.4
79,169,4.17,68.2,4.71,0.1,197.29417,0.659,12.3
76,174,3.3,67.4,5.1,0.1,1631.41727,0.653,12.1
75,175,3.43,66.5,5.16,0.1,1555.47451,0.645,12
72,18,3,65.6,5.31,0.1,154.68923,0.64,12.1
,,0.01,,6.5,0.1,,,15.1
67.5,19,,3.9,,0.2,1624.63963,0.565,11.2
67.3,191,0.01,3.1,8.35,0.2,1821.878734,0.562,11.1
67.1,192,0.01,29.3,9.76,0.2,1619.532678,0.559,11
66.9,194,0.01,28.5,8.6,0.5,138.949959,0.553,10.8
66.6,198,5.69,27.7,5.44,0.5,134.326189,0.546,10.6
66.2,24,5.58,26.9,5.24,0.5,1129.754961,0.542,10.6
65.8,21,4.13,26.2,6.65,0.9,199.57146,0.533,10.1
65.4,215,4.36,25.4,5.66,0.9,1126.46212,0.531,10.4
65.1,217,4.14,24.7,7.44,1.2,894.927988,0.527,10.3
64.7,22,5.46,24,7.84,1.2,843.89447,0.521,10.2
64.3,222,5.27,23.4,1.4,1.6,81.86157,0.514,10
63.8,224,5.78,22.8,9.94,1.6,693.345683,0.509,9.8
63.4,225,6.54,22.2,11.12,1.6,649.342153,0.504,9.7
63.1,226,5.8,21.7,1.21,1.4,555.8185378,0.501,9.6
62.8,225,5.02,21.1,1.28,1.5,51.216381,0.497,9.4
62.6,224,5.07,2.7,8.86,1.5,,0.488,9.3
74.5,88,,68.2,,0.1,2732.86172,0.845,16.1
74.4,88,0.09,67.3,4.68,0.1,24575.434,0.841,15.8
74.3,89,0.09,66.4,4.25,0.1,24934.38614,0.83,15.2
74.1,9,0.09,65.6,3.86,0.1,2533.9462,0.818,14.5
73.9,92,0.09,64.7,3.57,0.1,2377.74739,0.804,13.9
73.7,94,0.09,63.9,3.49,0.1,19259.58726,0.792,13.3
73.4,97,0.09,63.1,4.9,0.1,1694.2931,0.787,13
73.3,98,0.09,62.4,2.87,0.1,237.83234,0.779,12.8
73.2,99,0.1,61.6,3.49,0.1,16472.1665,0.773,12.7
73.2,1,0.08,6.9,3.55,0.1,15334.66994,0.767,12.5
73.1,11,0.05,6.2,3.42,0.1,13739.82945,0.761,12.4
73.1,12,0.06,59.4,3.58,0.1,11138.8746,0.754,12.3
73,13,0.05,58.5,4.2,0.1,9567.458285,0.747,12.2
72.9,15,0.05,57.7,4.28,0.1,8655.311531,0.745,12.1
72.8,17,0.05,56.9,4.49,0.1,8643.4944,0.742,12
72.6,11,0.05,56.2,4.24,0.1,9126.954277,0.737,11.8
66.7,188,,24.3,,0.3,98.7256145,0.491,9.5
66.4,192,0.26,23.8,4.66,0.3,152.443873,0.483,9.1
66,196,0.26,23.2,4.51,0.3,148.912351,0.474,8.7
65.6,2,0.28,22.7,4.31,0.4,136.4518,0.463,8.3
64.9,26,0.32,22.2,4.42,0.4,18.25321,0.455,7.9
64.3,212,0.28,21.7,4.62,0.4,11.631377,0.449,7.7
63.5,219,0.3,21.2,4.81,0.5,12.566464,0.444,7.5
62.8,225,0.28,2.8,4.94,0.6,11.33678,0.435,7.1
62.1,23,0.32,2.3,4.72,0.7,95.3978522,0.425,6.8
61.3,236,0.34,19.9,5.44,0.7,89.838296,0.422,6.6
65,242,0.33,19.5,5.35,0.7,773.8698713,0.415,6.4
59.7,247,0.35,19.1,5.68,0.7,733.581811,0.408,6.2
59,251,0.33,18.7,5.4,0.7,642.7663113,0.401,5.9
58.4,252,0.36,18.3,5.6,0.7,513.26227,0.397,5.7
57.9,251,0.34,17.9,4.98,0.6,481.287397,0.381,5.4
57.5,25,0.29,17.5,4.63,0.5,473.45338,0.378,5.2
75.6,121,,6,,0.1,5237.255334,0.775,14.4
75.4,123,9.09,59.4,1.37,0.1,62.173221,0.771,14.3
75.3,122,9.16,58.9,1.12,0.1,6353.826383,0.766,14.1
74.9,126,9.38,58.3,9.89,0.1,5659.3824,0.767,14
74.6,127,9.56,57.7,9.72,0.1,6423.291783,0.757,13.5
74.4,128,9.65,57,1.9,0.1,5411.87744,0.755,13.6
74.1,131,9.85,56.4,9.9,0.1,5821.35397,0.754,13.6
74,132,9.54,55.8,1.5,0.1,671.773913,0.749,13.5
73.8,132,9.3,55.1,1.2,0.1,5458.121718,0.743,13.5
73.6,133,8.58,54.5,8.99,0.1,4129.758741,0.739,13.4
73,135,9.6,53.9,8.7,0.1,3528.1318,0.73,13.2
73,134,7.42,53.3,8.24,0.1,3331.228766,0.72,13.1
73,134,7.25,52.8,8.13,0.1,2832.49652,0.715,13
72.9,133,6.95,52.2,8.9,0.1,2149.9944,0.715,13.2
73.1,135,7.53,51.7,6.89,0.1,1634.87561,0.709,13.1
72.6,141,7.38,51.2,6.53,0.1,87.1365252,0.702,13
73.2,168,,37.4,,0.1,1539.464,0.781,14.1
73,17,0.01,36.2,3.37,0.1,1557.77892,0.766,13.2
72.9,172,0.01,35.5,3.58,0.1,15687.34795,0.762,13.5
72.7,174,0.01,34.8,4.8,0.1,12845.17363,0.755,13.5
72.6,177,9.72,34.2,3.38,0.1,12189.9516,0.744,13.3
72.4,18,6.51,33.5,3.59,0.1,184.68447,0.74,13.2
72.3,182,4.94,32.4,2.64,0.1,976.9566,0.739,13.2
72.2,184,6.33,31.8,2.64,0.1,11122.8627,0.739,13.2
72.2,185,8.12,31.2,3.3,0.1,12154.82994,0.733,13.1
72.2,185,8.12,3.7,3.73,0.1,1214.39987,0.728,13.1
72.2,185,7.82,3.1,3.91,0.1,1192.5174,0.712,12.1
72.1,186,7.91,29.2,4.17,0.1,1176.65871,0.715,12.3
72.1,185,7.41,28.7,4.64,0.1,8524.961236,0.713,12.1
72.1,186,11.15,28.1,4.21,0.1,8331.261997,0.712,12.1
72,187,6.72,27.6,4.45,0.1,7663.1378,0.714,12.2
71.8,188,8.24,27.1,4.62,0.1,7578.85153,0,12.3
51,413,,24.4,,0.5,587.538233,0.431,9.5
48.1,463,0.01,23.8,11.9,0.6,78.4394757,0.426,9.5
54,47,0.01,23.3,11.59,0.8,71.8186998,0.413,9.3
49.7,411,0.01,22.7,11.24,0.9,561.8984239,0.401,9.1
48.9,418,3.78,22.2,11.98,1.3,445.525,0.392,8.9
48.1,424,3.84,21.7,1.32,1.6,45.128418,0.384,8.7
47.1,433,3.97,21.2,13.13,1.7,394.5932439,0.375,8.5
46.2,441,3.91,2.7,1.29,1.9,46.3759178,0.367,8.3
45.3,45,3.86,2.2,1.12,2.2,358.8274716,0.357,8.2
44.3,464,3.8,19.7,1.68,2.2,322.313468,0.348,8
43.3,48,3.83,19.2,12.25,2.2,287.6891942,0.341,7.8
42.3,496,3.99,18.8,11.66,2.1,263.145817,0.332,7.6
41.5,57,4.07,18.4,11.69,1.9,263.7618312,0.322,7.4
48,513,4.06,17.9,11.96,1.7,249.939542,0.306,7.2
41,519,4.21,17.5,11.83,1.5,227.779471,0.302,7
39,533,3.97,17.2,13.63,1.2,139.3147734,0.292,6.7
83.1,55,1.79,33.2,,0.1,53629.73746,0.924,15.4
82.9,56,1.83,32.9,4.92,0.1,56336.7234,0.922,15.4
82.7,57,1.83,32.7,4.53,0.1,5629.18914,0.92,15.4
82.5,59,1.89,32.4,4.22,0.1,54431.16199,0.917,15.4
82.2,6,1.8,32.1,3.93,0.1,53166.67581,0.911,15.2
82,61,1.84,31.8,3.96,0.1,46569.67951,0.889,14.5
81.7,62,1.73,31.5,4.27,0.1,38577.55822,0.887,14.4
81.4,64,1.7,31.2,3.91,0.1,39721.4818,0.88,14.2
81.1,65,1.6,3.9,3.46,0.1,39223.58187,0.873,14.1
87,66,1.55,3.5,3.66,0.1,33579.85948,0.839,13.9
82,69,1.49,3.2,3.74,0.1,29869.85398,0.821,12.6
79.7,71,1.45,29.9,3.17,0.1,2745.27136,0.82,12.7
79.3,73,1.43,29.6,3.63,0.1,23573.6284,0.819,12.7
79,74,2.16,29.2,2.84,0.1,2216.83279,0.818,12.6
78.7,76,2.08,28.9,2.37,0.1,21577.7823,0.82,12.7
78.3,78,2.03,28.5,2.71,0.1,23792.677,0.81,12.5
76.7,19,,59.1,,0.1,,0.842,15
76.4,113,10.6,58.4,8.5,0.1,,0.841,15.1
76.1,114,9.89,57.8,8,0.1,,0.838,15
75.8,118,10.12,57.2,8.15,0.1,,0.835,15
75.6,122,10.24,56.5,7.96,0.1,,0.829,15
75.1,124,10.13,55.9,8.51,0.1,,0.822,15
75,131,10.63,55.3,9.15,0.1,,0.82,14.9
74.7,136,11.37,54.8,8.2,0.1,,0.813,14.8
74.4,14,10.58,54.2,7.76,0.1,,0.802,14.5
74.3,138,10.28,53.7,7.35,0.1,,0.793,14.3
74,141,10.81,53.1,7.4,0.1,,0.784,14
74.1,138,10.03,52.6,7.21,0.1,,0.776,13.8
73.8,144,9.85,52.1,5.82,0.1,,0.771,13.6
73.7,145,10.78,51.6,5.63,0.1,,0.763,13.3
73.3,145,10.73,51.1,5.5,0.1,,0.763,13.3
73,147,11.06,5.7,5.5,0.1,,0.761,13
88,74,,6.1,,0.1,2729.86383,0.888,17.3
87,76,10.46,59.5,9.23,0.1,242.67286,0.888,17.6
85,78,9.53,58.9,9.29,0.1,2315.31799,0.878,16.8
82,81,10.95,58.2,9.37,0.1,22486.47167,0.877,16.8
79.8,84,10.61,57.6,9.8,0.1,24985.24827,0.876,17
79.5,87,10.32,57,9.7,0.1,23437.4722,0.872,16.9
79.1,9,10.52,56.4,9.38,0.1,24633.79785,0.873,16.9
78.9,96,10.94,55.8,8.47,0.1,2751.8127,0.869,16.9
78.3,12,11.02,55.2,7.98,0.1,23841.31792,0.865,16.8
78.1,17,12.26,54.7,8.42,0.1,19726.1265,0.858,16.7
77.5,14,11.14,54.1,8.5,0.1,18169.1891,0.853,16.3
77.2,113,10,53.5,8.47,0.1,1726.9151,0.85,16.6
76.5,119,11.58,52.9,8.77,0.1,1488.47154,0.843,16.1
76.6,117,9.29,52.3,8.62,0.1,11814.9994,0.835,15.6
76.2,124,10.8,51.8,8.57,0.1,1479.29634,0.824,14.7
76,122,11.9,51.2,8.26,0.1,1227.73677,0.818,14.6
69.2,177,,5.5,,0.1,1922.41388,0.514,9.6
68.8,183,0.01,49.7,5.5,0.1,29.652622,0.512,9.6
68.8,182,0.01,48.9,5.42,0.1,188.5159,0.509,9.5
68.7,184,0.01,48.1,5.48,0.1,1858.689868,0.505,9.4
68.5,186,0.99,47.2,5.8,0.1,1642.837974,0.497,9.4
68.3,188,1.1,46.4,7.47,0.1,1272.44825,0.492,9.3
68.1,192,1.21,45.5,7.92,0.1,1158.282672,0.494,9.3
68,193,1.09,44.7,5.97,0.1,125.79167,0.489,9.2
67.6,2,0.85,43.8,6.42,0.1,146.931125,0.482,9
67.6,2,0.99,43,6.66,0.1,948.6592511,0.47,8.4
67.4,24,0.9,42.1,7.83,0.1,88.874858,0.465,8.3
67.1,29,1.18,41.3,5.64,0.1,818.442619,0.459,8.1
66.8,215,1.18,4.4,6,0.1,744.7657423,0.453,8
66.5,22,1.08,39.6,6.9,0.1,784.9562874,0.446,7.3
66.2,227,0.7,38.7,6.44,0.1,944.81684,0.442,6.6
65.8,235,0.71,37.9,4.56,0.1,154.518572,0.455,7.2
55,312,,24.3,,0.7,426.98537,,
54.3,321,0.01,23.8,,0.8,417.89143,,
54.2,318,0.01,23.3,,0.8,47.5432354,,
53.1,336,0.01,22.9,,0.8,,,
53.1,329,0.01,22.4,,0.8,,,
52.4,336,0.01,22,,0.8,,,
52.2,335,0.01,21.5,,0.8,,,
51.9,336,0.01,21.1,,0.9,,,
51.5,34,0.01,2.7,,0.9,,,
51.5,337,0.01,2.2,,0.9,,,
51.6,334,0.01,19.8,,0.9,,,
51.2,341,0.01,19.4,,0.9,,,
51.1,344,0.01,19,,0.9,,,
58,348,0.01,18.6,,0.9,,,
57,352,0.01,18.2,,0.8,,,
55,355,0.01,17.8,,0.8,,,
62.9,328,,51.1,,3.6,5769.77258,0.665,13
62,347,7.38,5.3,8.8,3.7,6479.625659,0.66,13
69,371,7.34,49.5,8.78,4.5,6876.953821,0.652,12.8
59.2,48,7.38,48.7,8.79,7.6,7548.163698,0.644,12.8
58.9,413,7.38,47.9,8.61,8.5,849.954224,0.638,12.8
58,428,7.28,47.2,8.5,11,7362.76139,0.63,12.8
56.5,449,7.6,46.4,8.39,19,5888.6284,0.622,12.8
55.3,473,8.19,45.7,7.75,23.5,5786.59972,0.616,12.9
54.5,486,8.48,45,7.53,26.4,6125.39984,0.612,12.9
54,496,8.5,44.3,7.57,28.1,5631.73485,0.609,12.9
53.8,498,8.69,43.6,7.77,29.5,5414.634326,0.609,12.9
53.7,497,6.96,42.9,7.93,29.7,4863.51688,0.611,12.9
54,485,6.93,42.2,8.26,28.9,3775.68275,0.613,12.9
54.9,459,7.04,41.6,8.9,26.6,2518.398261,0.62,12.9
56,429,7.38,4.9,8.31,24,2681.781,0.629,13
57.3,397,7.3,4.1,8.7,21.3,337.2253,0.635,13
57.3,332,,,,3.4,758.725782,0.421,4.9
56.6,343,,,2.74,3.5,1151.861715,0.421,4.9
56.4,345,,,2.62,3.6,1186.11325,0.417,4.9
56,347,,,2.77,3.8,958.45581,0.419,4.9
55.4,355,,,,3.9,176.9713,0.429,4.9
55,359,,,,4,1562.239346,0,0
54.3,369,,,,4.2,1264.78998,0,0
53.6,377,,,,4.2,1678.711862,0,0
53.1,381,,,,4.2,,0,0
52.5,383,,,,4.1,,0,0
51.9,383,,,,3.9,,0,0
51.4,383,,,,3.8,,0,0
58,383,,,,3.5,,0,0
52,382,,,,3.3,,0,0
49.6,381,,,,3,,0,0
48.9,38,,,,2.7,,0,0
82.8,56,,66.6,,0.1,25683.84565,0.882,17.7
82.6,58,0.01,66,9.3,0.1,296.47225,0.877,17.6
82.4,6,9.25,65.4,9.1,0.1,2921.9342,0.874,17.5
82,61,9.35,64.8,9.39,0.1,28562.29324,0.871,17.2
82.1,63,9.62,64.1,9.48,0.1,31834.21816,0.867,16.9
81.9,64,9.78,63.5,9.56,0.1,3736.228,0.86,16.4
81.6,66,9.99,62.9,9.52,0.1,32333.4661,0.858,16.3
81.3,7,10.24,62.3,8.8,0.1,35578.73619,0.854,16.1
89,72,11.05,61.7,8.36,0.1,3279.414,0.849,16
88,73,11.86,61.1,8.23,0.1,28482.6948,0.844,15.9
81,77,11.92,6.5,8.12,0.1,2651.71745,0.837,15.8
81,79,11.96,59.9,8.5,0.1,24918.64584,0.833,15.6
79.4,83,12.09,59.3,7.99,0.1,21495.7741,0.83,15.6
79.5,83,12.26,58.8,7.25,0.1,1719.53541,0.828,15.7
79.4,84,9.86,58.2,7.24,0.1,15323.6114,0.825,15.7
79.1,86,11.12,57.6,7.21,0.1,14676.769,0.82,15.7
74.9,138,,23.4,,0.1,3844.89123,0.764,14
74.7,141,2.37,22.7,3.5,0.1,382.54994,0.76,14
74.6,142,2.56,21.9,3.68,0.1,361.289374,0.757,13.8
74.5,143,2.8,21.2,3.21,0.1,335.521375,0.752,13.7
74.5,141,3.03,2.5,3.28,0.1,322.992615,0.746,13.6
74.5,138,2.31,19.8,3.43,0.1,2819.511161,0.739,13.5
71.8,183,2.05,19.2,3.37,0.1,216.681584,0.735,13.4
72.3,172,2.1,18.5,3.44,0.1,254.489192,0.731,13.3
73.7,146,2.29,17.9,3.76,0.1,1644.816372,0.725,13.2
73.8,145,1.96,17.2,4.6,0.1,1448.7611,0.718,13.1
74.2,138,1.97,16.6,4.6,0.1,1259.87591,0.712,12.9
69.1,197,1.56,16.1,4.28,0.1,174.6692,0.705,12.8
73.9,146,1.69,15.6,3.95,0.1,989.4547732,0.697,12.7
73.7,149,1.62,15.1,3.89,0.1,873.1472436,0.699,12.6
72.7,16,1.68,14.6,3.81,0.1,837.699787,0.686,12.5
71.5,175,1.45,14.1,3.77,0.1,875.412178,0.677,12.4
64.1,225,,,,0.3,2513.884661,0.488,7.2
63.8,229,0.01,,8.43,0.3,2176.89829,0.485,7.2
63.5,232,0.01,,8.42,0.3,1955.66799,0.478,7
63.2,235,0.01,,8.2,0.3,1892.894352,0.468,6.8
62.7,241,2.12,,8.3,0.3,1666.857757,0.463,7
62.5,243,1.77,,7.97,0.3,1476.47887,0.461,7
62,248,1.99,,8.4,0.3,1226.884381,0.456,6.8
61.8,251,2.01,,8.17,0.3,1291.528826,0.444,6.3
61.4,254,2.01,,4.72,0.3,1115.6952,0.44,6.4
61,26,1.9,,3.93,0.2,893.8793645,0.43,6.2
67,261,1.55,,3.18,0.2,679.7539949,0.423,6.1
59.7,278,1.59,,3.39,0.2,565.569459,0.415,5.7
59.6,278,1.74,,3.18,0.2,477.738478,0.409,5.6
59.4,277,1.59,,2.95,0.2,412.1517561,0.403,5.6
58.9,283,1.81,,2.96,0.2,377.5254454,0.399,5.6
58.6,284,1.76,,3.23,0.1,361.35843,0.394,5.5
71.6,176,,58.3,,0.4,8818.982566,0.723,12.7
71.4,178,6.32,57.7,5.69,0.4,9564.46383,0.722,12.7
71.2,179,6.02,57,5.96,0.4,9484.56898,0.719,12.7
71.3,178,5.73,56.3,6.9,0.9,9272.413453,0.708,12.7
76,187,5.64,55.5,5.93,0.1,8318.97692,0.704,12.5
73,19,5.26,54.8,5.81,0.5,833.31332,0.7,12.3
70,196,5.13,54.1,6.14,0.6,7443.85178,0.696,12.1
69.8,196,4.94,53.3,5.92,1.2,6858.163158,0.691,11.9
69.5,22,4.72,52.6,5.92,0.8,5761.39536,0.684,11.7
69.3,199,4.52,51.8,6.22,0.6,527.92,0.678,11.5
68.9,25,4.47,51.1,6.78,0.6,3595.8855,0.672,11.3
68.3,214,4.55,5.4,6.88,0.9,36.48773,0,11.1
68,223,4.53,49.7,6.62,1,263.1399,0,10.9
67.9,221,4.41,49,7.14,1.6,2232.513244,0,11
67.7,219,4.23,48.3,8.38,1.8,1598.77512,0,11
67.4,224,4.29,47.6,9.65,0.4,1888.61829,0,11.1
58.9,373,,32.3,,7.1,3136.92511,0.541,11.4
58.4,382,0.01,31.8,9.25,7.3,3464.35169,0.541,11.4
57.6,393,0.01,31.2,9.66,9.8,3598.75972,0.539,11.4
56.5,412,0.01,3.7,8.76,12.2,3851.51547,0.534,11.3
55,438,5.2,3.2,8.61,15.7,3934.27325,0.526,11.2
53.6,459,4.93,29.7,8.47,21.6,369.239336,0.523,11
52.6,46,4.9,29.3,8.46,33.7,332.517125,0.519,10.8
51.4,477,4.87,28.9,8.19,40.2,2842.438422,0.514,10.6
50,51,5.55,28.5,7.5,40.7,347.48798,0.508,10.5
47.8,564,5.53,28.2,6.81,43.7,2937.36723,0.502,9.9
46,63,5.08,27.8,6.8,49.1,2873.862141,0.495,9.7
45.6,69,5.78,27.4,5.88,50.3,2529.633557,0.492,9.4
45.9,6,5.65,27.1,5.71,50.6,22.99449,0.493,9.1
